Date,Open
12-Jun-20,"9,283.70"
13-Jun-20,"9,466.50"
14-Jun-20,"9,470.70"
15-Jun-20,"9,345.50"
16-Jun-20,"9,425.60"
17-Jun-20,"9,523.60"
18-Jun-20,"9,464.60"
19-Jun-20,"9,390.30"
20-Jun-20,"9,314.00"
21-Jun-20,"9,358.80"
22-Jun-20,"9,296.50"
23-Jun-20,"9,683.90"
24-Jun-20,"9,624.60"
25-Jun-20,"9,300.80"
26-Jun-20,"9,247.50"
27-Jun-20,"9,160.50"
28-Jun-20,"9,008.40"
29-Jun-20,"9,122.80"
30-Jun-20,"9,186.00"
1-Jul-20,"9,135.90"
2-Jul-20,"9,229.90"
3-Jul-20,"9,085.00"
4-Jul-20,"9,067.10"
5-Jul-20,"9,134.30"
6-Jul-20,"9,080.40"
7-Jul-20,"9,338.80"
8-Jul-20,"9,256.30"
9-Jul-20,"9,430.10"
10-Jul-20,"9,239.00"
11-Jul-20,"9,285.80"
12-Jul-20,"9,234.20"
13-Jul-20,"9,300.50"
14-Jul-20,"9,243.10"
15-Jul-20,"9,253.60"
16-Jul-20,"9,198.70"
17-Jul-20,"9,135.40"
18-Jul-20,"9,155.80"
19-Jul-20,"9,170.10"
20-Jul-20,"9,208.10"
21-Jul-20,"9,162.30"
22-Jul-20,"9,387.40"
23-Jul-20,"9,513.60"
24-Jul-20,"9,599.20"
25-Jul-20,"9,546.70"
26-Jul-20,"9,690.00"
27-Jul-20,"9,932.70"
28-Jul-20,"10,961.10"
29-Jul-20,"10,908.40"
30-Jul-20,"11,105.80"
31-Jul-20,"11,096.50"
1-Aug-20,"11,333.20"
2-Aug-20,"11,802.60"
3-Aug-20,"11,066.90"
4-Aug-20,"11,223.80"
5-Aug-20,"11,184.80"
6-Aug-20,"11,735.00"
7-Aug-20,"11,757.10"
8-Aug-20,"11,591.60"
9-Aug-20,"11,764.40"
10-Aug-20,"11,681.10"
11-Aug-20,"11,889.20"
12-Aug-20,"11,390.40"
13-Aug-20,"11,557.20"
14-Aug-20,"11,771.10"
15-Aug-20,"11,751.10"
16-Aug-20,"11,845.50"
17-Aug-20,"11,898.80"
18-Aug-20,"12,283.00"
19-Aug-20,"11,944.40"
20-Aug-20,"11,751.00"
21-Aug-20,"11,856.90"
22-Aug-20,"11,529.20"
23-Aug-20,"11,661.10"
24-Aug-20,"11,641.60"
25-Aug-20,"11,752.90"
26-Aug-20,"11,324.90"
27-Aug-20,"11,462.30"
28-Aug-20,"11,327.50"
29-Aug-20,"11,527.80"
30-Aug-20,"11,468.10"
31-Aug-20,"11,701.10"
1-Sep-20,"11,644.20"
2-Sep-20,"11,914.40"
3-Sep-20,"11,413.20"
4-Sep-20,"10,168.70"
5-Sep-20,"10,472.30"
6-Sep-20,"10,092.20"
7-Sep-20,"10,296.40"
8-Sep-20,"10,376.90"
9-Sep-20,"10,126.80"
10-Sep-20,"10,224.30"
11-Sep-20,"10,339.80"
12-Sep-20,"10,390.20"
13-Sep-20,"10,441.70"
14-Sep-20,"10,332.70"
15-Sep-20,"10,675.20"
16-Sep-20,"10,785.20"
17-Sep-20,"10,950.10"
18-Sep-20,"10,941.30"
19-Sep-20,"10,933.00"
20-Sep-20,"11,081.60"
21-Sep-20,"10,919.90"
22-Sep-20,"10,419.40"
23-Sep-20,"10,531.50"
24-Sep-20,"10,238.10"
25-Sep-20,"10,739.90"
26-Sep-20,"10,688.90"
27-Sep-20,"10,727.90"
28-Sep-20,"10,776.40"
29-Sep-20,"10,694.30"
30-Sep-20,"10,843.40"
1-Oct-20,"10,776.60"
2-Oct-20,"10,619.60"
3-Oct-20,"10,572.20"
4-Oct-20,"10,544.40"
5-Oct-20,"10,672.50"
6-Oct-20,"10,790.20"
7-Oct-20,"10,601.00"
8-Oct-20,"10,670.70"
9-Oct-20,"10,923.50"
10-Oct-20,"11,053.50"
11-Oct-20,"11,295.60"
12-Oct-20,"11,370.80"
13-Oct-20,"11,533.50"
14-Oct-20,"11,424.40"
15-Oct-20,"11,421.40"
16-Oct-20,"11,503.20"
17-Oct-20,"11,321.80"
18-Oct-20,"11,362.10"
19-Oct-20,"11,507.10"
20-Oct-20,"11,753.90"
21-Oct-20,"11,913.60"
22-Oct-20,"12,805.50"
23-Oct-20,"12,972.70"
24-Oct-20,"12,933.60"
25-Oct-20,"13,117.00"
26-Oct-20,"13,033.00"
27-Oct-20,"13,061.50"
28-Oct-20,"13,658.30"
29-Oct-20,"13,278.30"
30-Oct-20,"13,457.00"
31-Oct-20,"13,560.20"
1-Nov-20,"13,795.50"
2-Nov-20,"13,759.70"
3-Nov-20,"13,560.50"
4-Nov-20,"14,023.00"
5-Nov-20,"14,145.60"
6-Nov-20,"15,593.90"
7-Nov-20,"15,578.20"
8-Nov-20,"14,826.60"
9-Nov-20,"15,483.30"
10-Nov-20,"15,328.00"
11-Nov-20,"15,303.10"
12-Nov-20,"15,695.80"
13-Nov-20,"16,293.00"
14-Nov-20,"16,323.10"
15-Nov-20,"16,074.70"
16-Nov-20,"15,954.10"
17-Nov-20,"16,715.80"
18-Nov-20,"17,662.30"
19-Nov-20,"17,775.10"
20-Nov-20,"17,805.50"
21-Nov-20,"18,673.80"
22-Nov-20,"18,689.30"
23-Nov-20,"18,428.10"
24-Nov-20,"18,394.60"
25-Nov-20,"19,151.50"
26-Nov-20,"18,721.90"
27-Nov-20,"17,160.90"
28-Nov-20,"17,142.60"
29-Nov-20,"17,729.70"
30-Nov-20,"18,186.00"
1-Dec-20,"19,697.80"
2-Dec-20,"18,767.90"
3-Dec-20,"19,219.80"
4-Dec-20,"19,431.10"
5-Dec-20,"18,657.50"
6-Dec-20,"19,146.00"
7-Dec-20,"19,368.40"
8-Dec-20,"19,170.80"
9-Dec-20,"18,322.40"
10-Dec-20,"18,546.10"
11-Dec-20,"18,250.50"
12-Dec-20,"18,026.70"
13-Dec-20,"18,808.10"
14-Dec-20,"19,176.40"
15-Dec-20,"19,273.90"
16-Dec-20,"19,434.70"
17-Dec-20,"21,352.30"
18-Dec-20,"22,823.30"
19-Dec-20,"23,127.60"
20-Dec-20,"23,843.60"
21-Dec-20,"23,474.10"
22-Dec-20,"22,730.40"
23-Dec-20,"23,820.80"
24-Dec-20,"23,253.20"
25-Dec-20,"23,728.70"
26-Dec-20,"24,714.70"
27-Dec-20,"26,460.30"
28-Dec-20,"26,259.20"
29-Dec-20,"27,065.30"
30-Dec-20,"27,374.50"
31-Dec-20,"28,866.80"
